PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,malware_family
0.33143963032815943,-0.8847265810056639,-0.12543691601690946,0.22919080955751164,-0.1399409911510098,-0.019710499659711833,0.18722669677241113,-0.1142009669894186,-0.010397919600322937,-9.694153562763739e-15,Swizzor.gen!I
0.24783748136447606,-0.8723637623717355,-0.6463379976181234,0.7659942197241343,0.04185362381434459,0.22186852325280354,0.10937596308368083,-0.04002231731998857,0.0038838635180158073,7.046702212151062e-15,Swizzor.gen!I
0.4065122319501806,-1.1473036003409924,-1.4905033275212862,-0.07494190896043611,-0.19208374873476097,0.041719769638210634,0.07862144249814668,-0.025653511135818437,-0.021936006459745357,-2.3673949267853688e-14,Swizzor.gen!I
-0.37625261150448835,-1.3200737241677303,-0.3570050079620273,0.5445694433080228,-0.29262928617146794,0.1559689572824409,0.09236233647350711,-0.029105255914692554,0.0286924860630055,3.452300215525288e-14,Swizzor.gen!I
0.6073707270234351,-0.7364286582435848,-0.5995438361721278,0.6883622784663704,0.005639523352090436,-0.014836298620191155,0.10928239129624345,-0.16026829675885093,0.0034131000191940457,5.23473364907343e-15,Swizzor.gen!I
0.2657394185039018,-0.5392653169346059,-0.39192692609388435,0.854944899023323,-0.12073216544373448,0.15002184101112495,0.09697825017290398,-0.06822710533437096,0.014353799459884381,1.81561617824813e-14,Swizzor.gen!I
0.49184183130352815,-1.142423553737379,-0.5956717120663819,0.49143388768649915,-0.12848869288935108,0.09400971199719688,0.09877149760416315,-0.05532773518557187,0.0034921487567241708,5.706554205804845e-15,Swizzor.gen!I
0.6485816316890234,-0.0134846725042068,-1.2821753000067624,0.6329245953276743,0.05267460191021193,-0.007991182702186652,0.06732234872253053,-0.06442320480284114,-0.008290240375371566,-8.546810816045398e-15,Swizzor.gen!I
0.39112899062355544,-0.18532997832735285,-0.5009646471896101,1.0240513025822753,-0.1153387019548407,-0.09458862823125692,0.0783711856473559,-0.0895903469116364,0.009679322731589321,1.1453266747663012e-14,Swizzor.gen!I
-0.24616336714976678,-0.5119934334435381,-0.46511973051525735,0.19391949507002135,-0.15468889773097,-0.09007041905576504,0.16153917252305902,-0.07142695351814665,-0.008275637475204933,-7.902344193964498e-15,Swizzor.gen!I
0.1791045210614623,-0.35917229617633323,-0.11247670182367435,0.8272844464649889,-0.1758533153621271,0.13863643382152938,0.10333345214727466,-0.07915782098273748,0.019454149516451406,2.3832534615157627e-14,Swizzor.gen!I
0.13529542390432053,-0.7231713887718024,-1.1975746629403998,0.6237682386231616,-0.046326824474227465,0.06121331580385778,0.07627780663524232,-0.06639499978349048,0.0008883485086954913,2.375607853351351e-15,Swizzor.gen!I
0.33658975519574097,-0.2312565799449347,-0.04589115269302282,0.937494892498004,-0.22243089934828114,0.3130225879480277,0.09800436012781019,-0.1499363088185319,0.027709466374809335,3.369030978092185e-14,Swizzor.gen!I
0.856723638308441,-0.8452196714402396,-0.452078055200251,0.08771675058741192,-0.1630592114703318,0.12491132896827778,0.1388128724167963,-0.05517999043717317,-0.0156691036799526,-1.5700446635925884e-14,Swizzor.gen!I
0.20966823961996914,-1.9850847561970681,0.37535996770180796,0.3171888555092614,-0.20950001242852034,0.0822520598992161,0.13827094228246395,-0.05227843560860257,0.022875059771468705,2.8294060127016277e-14,Swizzor.gen!I
-3.4174477357949673,0.23324610722203007,-1.3457331932709342,-1.5668380141377019,0.09222656147838389,-0.22683593404644742,-0.00722929121391932,-0.6111589871356832,0.07492637573801897,8.373356183723795e-14,Swizzor.gen!I
0.34760046174167286,-0.858522516945271,-0.6113205619064145,0.5163553265622632,-0.22735567666979054,-0.20222894512258582,0.10981255847361499,-0.04517977322566255,-0.004205955946370038,-4.363251964679165e-15,Swizzor.gen!I
0.8895344047518339,-0.6550291776705599,-0.43253761406057706,0.42035543139172044,-0.042294585053174884,0.1555161100162019,0.11089636622772757,-0.015791218305022434,-0.0041107646859634365,-2.5359356668627715e-15,Swizzor.gen!I
-3.595102413428239,0.5534688437111088,-1.2113798129662663,-1.5517571414406592,0.38986620511957676,-0.4365519333932011,-0.11372194770399757,-0.7324680308403771,0.11794047507281843,1.3062234251602704e-13,Swizzor.gen!I
0.44404326883672035,-0.4266594332059427,1.1274377370539503,1.061148495274039,-0.28276114475671477,0.3006463558051553,0.13819842685470485,-0.06744910939292229,0.03834363676284031,4.62401847938709e-14,Swizzor.gen!I
0.17724159150555058,-1.2908055498529385,-0.18832945106583654,0.6519284874557247,-0.21721564568291388,-0.160083419338714,0.07422368525488784,0.005692021532110143,0.025503881517365063,2.9407360721780276e-14,Swizzor.gen!I
